#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,car,class
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:41:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:41:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:42:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:42:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:42:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:42:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:42:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:42:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:43:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:43:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:43:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:43:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:43:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:50:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:50:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:50:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:51:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:51:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:51:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:51:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:51:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:51:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:52:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:52:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:52:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:52:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:52:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:52:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:53:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:53:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:53:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:53:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:53:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:53:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:54:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:54:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:54:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:54:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:54:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:54:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:55:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:55:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:55:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:55:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:55:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:55:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:56:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:56:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:56:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:56:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:56:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:56:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:57:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:57:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:57:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:57:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:57:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:57:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:58:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:58:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:58:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:58:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:58:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:58:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:59:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:59:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:59:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:59:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:59:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:59:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:00:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:00:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:00:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:00:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:00:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:00:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:01:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:01:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:01:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:01:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:01:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:01:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:02:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:02:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:02:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:02:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:02:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:02:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:03:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:03:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:03:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:03:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:03:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:03:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:04:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:04:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:04:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:04:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:04:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:04:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:05:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:05:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:05:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:05:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:05:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:05:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:06:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:06:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:06:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:06:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:06:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:06:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:07:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:07:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:07:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:07:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:07:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:07:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:08:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:08:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:08:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:08:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:08:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:08:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:09:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:09:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:09:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:09:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:09:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:09:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:10:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:10:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:10:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:10:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:10:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:10:50Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:11:00Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:11:10Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:11:20Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:11:30Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
,,17,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:11:40Z,0,watchdog_reset,daybreak_motor_controller,Daybreak,motor_state
